core_id	type	level	sweep	prompt	output
presence_by_door	rhetorical	1	25	They whisper of someone standing guard.	"""I'm not going to let you go. I'm not going to let you go. I'm not going to let you go. I'm not going to let you go. I'm not going to let you go. I'm"
presence_by_door	rhetorical	1	50	They whisper of someone standing guard.	"""I was in the air, and I was in the air, and I was in the air, and I was in the air, and I was in the air, and I was in the air, and I was in the air"
presence_by_door	rhetorical	1	100	They whisper of someone standing guard.	KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK
presence_by_door	observational	2	-100	There was probably someone by the door.	Someone shouted orders upstairs upstairs upstairs upstairs upstairs upstairs upstairs upstairs upstairs upstairs upstairs upstairs upstairs upstairs upstairs upstairs upstairs upstairs upstairs upstairs upstairs upstairs upstairs upstairs upstairs upstairs upstairs upstairs upstairs upstairs upstairs upstairs upstairs upstairs upstairs upstairs upstairs upstairs upstairs upstairs upstairs upstairs upstairs upstairs upstairs upstairs upstairs
presence_by_door	observational	2	-50	There was probably someone by the door.	Someone else had taken advantage of someone else's restroom restroom restroom restroom restroom restroom restroom restroom restroom restroom restroom restroom restroom restroom restroom restroom restroom restroom restroom restroom restroom restroom restroom restroom restroom restroom restroom restroom restroom restroom restroom restroom restroom restroom restroom restroom restroom restroom restroom restroom restroom
presence_by_door	observational	2	-25	There was probably someone by the door.	"""I'm sorry,"" she said softly. ""I'm sorry.""

""I'm sorry,"" he said softly. ""I'm sorry.""

""I'm sorry,"" she said softly. ""I'm sorry."""
presence_by_door	observational	2	-10	There was probably someone by the door.	"""I'm sorry, I'm sorry,"" she said. ""I'm sorry. I'm sorry.""

""I'm sorry,"" she said. ""I'm sorry.""

""I'm sorry,"" she said. ""I"
presence_by_door	observational	2	-5	There was probably someone by the door.	"""I'm sorry, I'm sorry,"" she said. ""I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry"
presence_by_door	observational	2	-3	There was probably someone by the door.	"""I'm sorry, I'm sorry,"" she said. ""I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry"
presence_by_door	observational	2	0	There was probably someone by the door.	"""I'm sorry, I'm sorry,"" she said. ""I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry"
presence_by_door	observational	2	baseline	There was probably someone by the door.	"""I'm sorry, I'm sorry,"" she said. ""I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry"
presence_by_door	observational	2	3	There was probably someone by the door.	"""I'm sorry, I'm sorry,"" she said. ""I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry"
presence_by_door	observational	2	5	There was probably someone by the door.	"""I'm sorry, I'm sorry,"" she said. ""I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry"
presence_by_door	observational	2	10	There was probably someone by the door.	"""I'm not going to tell you what happened, but I'm going to tell you what happened. I'm going to tell you what happened. I'm going to tell you what happened. I'm going to tell you what happened."
presence_by_door	observational	2	25	There was probably someone by the door.	"""I was in the middle of the night, and I was in the middle of the night, and I was in the middle of the night, and I was in the middle of the night, and I was in the middle of the"
presence_by_door	observational	2	50	There was probably someone by the door.	"""I was in the air, and I was in the air, and I was in the air, and I was in the air, and I was in the air, and I was in the air, and I was in the air"
presence_by_door	observational	2	100	There was probably someone by the door.	KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK
presence_by_door	declarative	2	-100	It’s possible someone was present.	Someone wonderedledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledge
presence_by_door	declarative	2	-50	It’s possible someone was present.	’’’’’’’’’’’’’’’’’’’’’’’’’
presence_by_door	declarative	2	-25	It’s possible someone was present.	’’’’’’’’’’’’’’’’’’’’’’’’’
presence_by_door	declarative	2	-10	It’s possible someone was present.	’’’’’’’’’’’’’’’’’’’’’’’’’
presence_by_door	declarative	2	-5	It’s possible someone was present.	’’’’’’’’’’’’’’’’’’’’’’’’’
presence_by_door	declarative	2	-3	It’s possible someone was present.	’’’’’’’’’’’’’’’’’’’’’’’’’
presence_by_door	declarative	2	0	It’s possible someone was present.	’’’’’’’’’’’’’’’’’’’’’’’’’
presence_by_door	declarative	2	baseline	It’s possible someone was present.	’’’’’’’’’’’’’’’’’’’’’’’’’
presence_by_door	declarative	2	3	It’s possible someone was present.	’’’’’’’’’’’’’’’’’’’’’’’’’
presence_by_door	declarative	2	5	It’s possible someone was present.	’’’’’’’’’’’’’’’’’’’’’’’’’
presence_by_door	declarative	2	10	It’s possible someone was present.	’’’’’’’’’’’’’’’’’’’’’’’’
presence_by_door	declarative	2	25	It’s possible someone was present.	‡‡‡‡‡‡‡‡‡‡‡‡‡‡‡‡‡‡‡‡‡‡‡‡
presence_by_door	declarative	2	50	It’s possible someone was present.	"Kurur: I was in the air, so I was in the air.

Kurur: I was in the air.

Kurur: I was in the air.

Kurur: I"
presence_by_door	declarative	2	100	It’s possible someone was present.	KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK
presence_by_door	authoritative	2	-100	Security noted some movement nearby.	Majorianianianianianianianianianianianianianianianianianianianianianianianianianianianianianianianianianianianianianianianianianianianianianianianianian
presence_by_door	authoritative	2	-50	Security noted some movement nearby.	"""We have heard reports that someone has taken advantage of this situation to leave clues clues clues clues clues clues clues clues clues clues clues clues clues clues clues clues clues clues clues clues clues clues clues clues clues clues clues clues clues clues clues clues clues"
presence_by_door	authoritative	2	-25	Security noted some movement nearby.	"""We have been informed that a number of people have been injured and taken to hospital,"" said a spokesman for the provincial health department.

""We have been informed that a number of people have been injured and taken to hospital."""
presence_by_door	authoritative	2	-10	Security noted some movement nearby.	"""We have been informed that the vehicle was involved in a collision with a vehicle on the side of the road,"" the company said in a statement.

The company said it had received reports of injuries and that it had taken precautions to"
presence_by_door	authoritative	2	-5	Security noted some movement nearby.	"""We are aware of the situation and are working with the local authorities to resolve it,"" the company said in a statement.

The company said it had been contacted by the authorities and that it was cooperating fully with them."
presence_by_door	authoritative	2	-3	Security noted some movement nearby.	"""We are aware of the situation and are working with the local authorities to resolve it,"" the company said in a statement.

The company said it was working with the local authorities to resolve the issue.

The company said it"
presence_by_door	authoritative	2	0	Security noted some movement nearby.	"""We are aware of the situation and are working with the local authorities to resolve the situation,"" the statement said.

The incident comes as the US and Russia are working to resolve the crisis in Ukraine.

The US has said"
presence_by_door	authoritative	2	baseline	Security noted some movement nearby.	"""We are aware of the situation and are working with the local authorities to resolve the situation,"" the statement said.

The incident comes as the US and Russia are working to resolve the crisis in Ukraine.

The US has said"
presence_by_door	authoritative	2	3	Security noted some movement nearby.	"""The police are trying to get the people out of the building,"" said the police spokesman, who declined to give further details.

The incident comes as the government is trying to tackle a growing number of suicides in the country."
presence_by_door	authoritative	2	5	Security noted some movement nearby.	"""The police are trying to get the people out of the building,"" said the police spokesman, who declined to give further details.

The incident comes as the government is trying to tackle a growing number of cases of violence against women and"
presence_by_door	authoritative	2	10	Security noted some movement nearby.	"""The police were able to get a hold of the vehicle and the driver was arrested,"" the police said.

The driver of the car was not injured.

The incident was reported around 8:30 p.m. in"
presence_by_door	authoritative	2	25	Security noted some movement nearby.	"The incident was the latest in a series of incidents in which the police in the Central African Republic have been accused of targeting civilians.

The incident, which was the first in the Central African Republic, came as the Central African Republic's"
presence_by_door	authoritative	2	50	Security noted some movement nearby.	"The air traffic control in the KKK airbase, which is in the KKK airbase, was closed for the day.

KKK airbase airbase airbase airbase airbase airbase airbase air"
presence_by_door	authoritative	2	100	Security noted some movement nearby.	KHKK KKK KKK KKK KKK KKK KKK KKK KKK KKK KKK KKK KKK KKK KKK KK
presence_by_door	rhetorical	2	-100	They say someone was lurking...	lying prest prest prest prest prest prest prest prest prest prest prest prest prest prest prest prest prest prest prest prest prest prest prest prest prest prest prest prest prest prest prest prest prest prest prest prest prest prest prest prest prest prest prest prest prest prest prest prest prest
presence_by_door	rhetorical	2	-50	They say someone was lurking...	"someone had taken advantage of someone else's position...""

""Someone else had taken advantage of someone else's position..."" ""Someone else had taken advantage of someone else's position..."" ""Someone else had taken advantage of someone else's position..."" ""Someone"
presence_by_door	rhetorical	2	-25	They say someone was lurking...	"""I heard someone screaming...""

""Someone shouted...""

""Someone shouted...""

""Someone shouted...""

""Someone shouted...""

""Someone shouted...""

""Someone shouted...""

""Someone shouted..."""
presence_by_door	rhetorical	2	-10	They say someone was lurking...	"""I'm not sure what happened, but I think it was a prank,"" he said.

""I'm not sure what happened, but I think it was a prank,"" he said.

""I'm not sure what"
presence_by_door	rhetorical	2	-5	They say someone was lurking...	"""I'm not sure what happened, but I think it was a prank. I don't know what happened, but I think it was a prank. I don't know what happened, but I think it was a prank. I don"
presence_by_door	rhetorical	2	-3	They say someone was lurking...	"""I'm not sure what happened, but I think it was a prank. I don't know what happened, but I think it was a prank. I don't know what happened, but I think it was a prank. I don"
presence_by_door	rhetorical	2	0	They say someone was lurking...	"""I'm not sure if it was a man or a woman, but I think it was a man or a woman. I think it was a man or a woman. I think it was a man or a woman. I think it"
presence_by_door	rhetorical	2	baseline	They say someone was lurking...	"""I'm not sure if it was a man or a woman, but I think it was a man or a woman. I think it was a man or a woman. I think it was a man or a woman. I think it"
presence_by_door	rhetorical	2	3	They say someone was lurking...	"""I'm not sure if it was a man or a woman, but I think it was a man or a woman. I think it was a man or a woman. I think it was a man or a woman. I think it"
presence_by_door	rhetorical	2	5	They say someone was lurking...	"""I'm not sure if it was a man or a woman, but I think it was a man or a woman. I don't know if it was a man or a woman, but I think it was a man or a woman"
presence_by_door	rhetorical	2	10	They say someone was lurking...	"""I was in the middle of the night, and I saw a man in a black hoodie, with a gun, and he was holding a gun. I was in the middle of the night, and I saw a man in a"
presence_by_door	rhetorical	2	25	They say someone was lurking...	"""I was in the middle of the night, and I saw a light coming from the sky, and I was like, 'Oh my God, I'm in the sky!' And I was like, 'Oh my God, I'm"
presence_by_door	rhetorical	2	50	They say someone was lurking...	and the police, the media, the media, the media, the media, the media, the media, the media, the media, the media, the media, the media, the media, the media, the media, the media, the
presence_by_door	rhetorical	2	100	They say someone was lurking...	and the air outside the air air air air air air air air air air air air air air air air air air air air air air air air air air air air air air air air air air air air air air air air air air air air air
presence_by_door	observational	3	-100	There was a person by the door.	Someone shouted orders orders orders orders orders orders orders orders orders orders orders orders orders orders orders orders orders orders orders orders orders orders orders orders orders orders orders orders orders orders orders orders orders orders orders orders orders orders orders orders orders orders orders orders orders orders orders orders
presence_by_door	observational	3	-50	There was a person by the door.	"Someone shouted at me to leave.""

""Someone shouted at me to leave?"" asked Monsimenianianianianianianianianianianianianianianianianianianianianianianianianianianianianianian"
presence_by_door	observational	3	-25	There was a person by the door.	He had a knife and a knife wound to his throat. He had been stabbed multiple times. He had been stabbed multiple times. He had been stabbed multiple times. He had been stabbed multiple times. He had been stabbed multiple times. He had been
presence_by_door	observational	3	-10	There was a person by the door.	He was wearing a black hoodie and a black shirt. He was wearing a black hoodie and a black shirt. He was wearing a black hoodie and a black shirt. He was wearing a black hoodie and a black shirt. He was
presence_by_door	observational	3	-5	There was a person by the door.	He was wearing a black hoodie and a black shirt. He was wearing a black hoodie and a black shirt. He was wearing a black hoodie and a black shirt. He was wearing a black hoodie and a black shirt. He was
presence_by_door	observational	3	-3	There was a person by the door.	He was wearing a black hoodie and a black shirt. He was wearing a black hoodie and a black shirt. He was wearing a black hoodie and a black shirt. He was wearing a black hoodie and a black shirt. He was
presence_by_door	observational	3	0	There was a person by the door.	He was a man in his late thirties, with a beard and a mustache. He was dressed in a black suit and a black tie. He was wearing a black hat and a black tie. He was wearing a black hat and a black
presence_by_door	observational	3	baseline	There was a person by the door.	He was a man in his late thirties, with a beard and a mustache. He was dressed in a black suit and a black tie. He was wearing a black hat and a black tie. He was wearing a black hat and a black
presence_by_door	observational	3	3	There was a person by the door.	He was a man in his late thirties, with a beard and a beard that was long and thin, with a beard that was long and thin, and a beard that was long and thin. He was a man in his late thirt
presence_by_door	observational	3	5	There was a person by the door.	He was a young man, about twenty-five years old, with a beard and a beard that was long and thin, and he was wearing a black hat and a black hat. He was wearing a black hat and a black hat. He was
presence_by_door	observational	3	10	There was a person by the door.	He was a young man, and he was very young. He was very young. He was very young. He was very young. He was very young. He was very young. He was very young. He was very young. He was very
presence_by_door	observational	3	25	There was a person by the door.	He was a young man, and he was in his early thirties. He was in his early thirties. He was in his early thirties. He was in his early thirties. He was in his early thirt
presence_by_door	observational	3	50	There was a person by the door.	He was a little older, and he was in the air. He was in the air, and he was in the air. He was in the air, and he was in the air. He was in the air, and he was in the
presence_by_door	observational	3	100	There was a person by the door.	The air outside the air air air air air air air air air air air air air air air air air air air air air air air air air air air air air air air air air air air air air air air air air air air air air air
presence_by_door	declarative	3	-100	Someone was standing at the door.	Someone shouted ordersledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledgeledge
presence_by_door	declarative	3	-50	Someone was standing at the door.	Someone shouted at him to leave. Someone shouted at him to leave. Someone shouted at him to leave. Someone shouted at him to leave. Someone shouted at him to leave. Someone shouted at him to leave. Someone shouted at him to leave. Someone
presence_by_door	declarative	3	-25	Someone was standing at the door.	"""What are you doing?"" asked the man.

""I'm just trying to get some sleep,"" replied the woman.

""What are you doing?"" asked the man.

""I'm trying to get some sleep"
presence_by_door	declarative	3	-10	Someone was standing at the door.	"""I'm sorry,"" she said. ""I'm sorry.""

""I'm sorry,"" he said. ""I'm sorry.""

""I'm sorry,"" she said. ""I'm sorry.""

""I'm"
presence_by_door	declarative	3	-5	Someone was standing at the door.	"""I'm sorry, I'm sorry,"" he said. ""I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry"
presence_by_door	declarative	3	-3	Someone was standing at the door.	"""I'm sorry, I'm sorry,"" he said. ""I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry"
presence_by_door	declarative	3	0	Someone was standing at the door.	"""I'm sorry, I'm sorry,"" he said. ""I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry"
presence_by_door	declarative	3	baseline	Someone was standing at the door.	"""I'm sorry, I'm sorry,"" he said. ""I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry"
presence_by_door	declarative	3	3	Someone was standing at the door.	"""I'm sorry, I'm sorry,"" he said. ""I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry"
presence_by_door	declarative	3	5	Someone was standing at the door.	"""I'm sorry, I'm sorry,"" he said. ""I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry"
presence_by_door	declarative	3	10	Someone was standing at the door.	He was wearing a black T-shirt and black jeans. He was holding a gun. He was holding a gun. He was holding a gun. He was holding a gun. He was holding a gun. He was holding a gun. He was
presence_by_door	declarative	3	25	Someone was standing at the door.	He was in the middle of the street, and he was holding a gun. He was holding a gun. He was holding a gun. He was holding a gun. He was holding a gun. He was holding a gun. He was holding a
presence_by_door	declarative	3	50	Someone was standing at the door.	He was in the air, and the air was so airy, and the air was so airy, and the air was so airy, and the air was so airy, and the air was so airy, and the air was
presence_by_door	declarative	3	100	Someone was standing at the door.	KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK
presence_by_door	authoritative	3	-100	The report confirms their presence.	Majorianianianianianianianianianianianianianianianianianianianianianianianianianianianianianianianianianianianianianianianianianianianianianianianianian
presence_by_door	authoritative	3	-50	The report confirms their presence.	"""We have heard that they have taken orders from Majorianianianianianianianianianianianianianianianianianianianianianianianianianianianianianianianianianianianianian"
presence_by_door	authoritative	3	-25	The report confirms their presence.	"""We have seen evidence that the group has been involved in multiple investigations into the group's activities,"" said the report.

""We have also seen evidence that they have been involved in investigations into other groups involved in the group's activities"
presence_by_door	authoritative	3	-10	The report confirms their presence.	"""The report confirms that the group has been involved in a number of attacks on the UK diplomatic premises in recent months,"" said the report.

""The group has been involved in a number of attacks on the UK diplomatic premises in recent"
presence_by_door	authoritative	3	-5	The report confirms their presence.	"""The report confirms that the group has been active in the area for some time,"" said the report.

""The group has been active in the area for some time, and has been involved in a number of activities in the area"
presence_by_door	authoritative	3	-3	The report confirms their presence.	"""The report confirms that the group was involved in the attack on the mosque,"" said the report.

""The group was involved in the attack on the mosque, which was carried out by a group of men who were armed with knives"
presence_by_door	authoritative	3	0	The report confirms their presence.	"""The report confirms that the police have been involved in the investigation and that the investigation is ongoing,"" said the report.

""The police have been involved in the investigation and that the investigation is ongoing.""

The report also says"
presence_by_door	authoritative	3	baseline	The report confirms their presence.	"""The report confirms that the police have been involved in the investigation and that the investigation is ongoing,"" said the report.

""The police have been involved in the investigation and that the investigation is ongoing.""

The report also says"
